Object,CA_Date,CADistanceNominal,CADistanceMinimum,Vrelative,Vinfinity,H(mag),Diameter,
(2020 XZ),2020-Nov-27 17:42 ± < 00:01,11.40 | 0.02928,11.34 | 0.02913,7.54,7.53,26.1,16 m -   36 m,bK20X00Z
(2020 WX2),2020-Nov-27 19:11 ± < 00:01,4.02 | 0.01033,3.99 | 0.01026,12.8,12.78,26.9,11 m -   25 m,bK20W02X
(2020 KZ2),2020-Nov-28 04:43 ±    00:32,5.67 | 0.01458,5.58 | 0.01433,3.91,3.86,27.7,7.7 m -   17 m,bK20K02Z
(2020 VF6),2020-Nov-28 05:58 ± < 00:01,8.42 | 0.02163,8.37 | 0.02150,17.97,17.96,25,27 m -   59 m,bK20V06F
(2020 WS4),2020-Nov-28 07:59 ± < 00:01,5.80 | 0.01490,5.75 | 0.01478,13.06,13.04,26.6,13 m -   28 m,bK20W04S
(2020 WC4),2020-Nov-28 09:12 ± < 00:01,1.83 | 0.00471,1.83 | 0.00470,5.14,5.03,28.9,4.4 m -  9.9 m,bK20W04C
153201 (2000 WO107),2020-Nov-29 05:08 ± < 00:01,11.19 | 0.02876,11.19 | 0.02876,25.07,25.07,19.3,510 m - 510 m,a0153201
(2020 WX3),2020-Nov-29 05:25 ± < 00:01,6.20 | 0.01594,6.17 | 0.01584,8.46,8.44,26.9,11 m -   25 m,bK20W03X
(2020 WC2),2020-Nov-29 14:14 ± < 00:01,14.25 | 0.03662,14.11 | 0.03625,22.45,22.44,25,27 m -   59 m,bK20W02C
(2020 VT5),2020-Nov-30 03:22 ± < 00:01,17.67 | 0.04540,17.57 | 0.04515,16.3,16.29,24.6,32 m -   71 m,bK20V05T
(2020 XB),2020-Nov-30 04:38 ± < 00:01,2.93 | 0.00752,2.92 | 0.00750,11.65,11.62,25.2,24 m -   54 m,bK20X00B
(2020 WY3),2020-Nov-30 06:51 ± < 00:01,5.94 | 0.01526,5.90 | 0.01515,7.47,7.44,27.8,7.3 m -   16 m,bK20W03Y
(2020 XC),2020-Nov-30 10:16 ±    00:01,0.32 | 0.00081,0.31 | 0.00081,4.33,3.49,29,4.1 m -  9.2 m,bK20X00C
(2020 XE),2020-Dec-01 12:23 ±    00:01,0.77 | 0.00199,0.77 | 0.00198,23.67,23.61,26.2,15 m -   34 m,bK20X00E
(2020 XG),2020-Dec-01 16:11 ± < 00:01,1.31 | 0.00337,1.31 | 0.00336,11.09,11.02,28.1,6.3 m -   14 m,bK20X00G
(2020 XX),2020-Dec-02 08:49 ± < 00:01,6.29 | 0.01617,6.25 | 0.01606,8.97,8.96,26.6,13 m -   28 m,bK20X00X
(2020 XD1),2020-Dec-02 12:59 ± < 00:01,14.04 | 0.03607,13.98 | 0.03592,5.01,4.99,27.1,10 m -   23 m,bK20X01D
(2020 XO2),2020-Dec-02 16:51 ± < 00:01,12.22 | 0.03141,12.18 | 0.03130,9.52,9.51,24.8,29 m -   65 m,bK20X02O
(2020 XG5),2020-Dec-02 18:54 ±    00:05,2.80 | 0.00720,2.79 | 0.00718,5.03,4.96,27.1,10 m -   23 m,bK20X05G
(2019 XH2),2020-Dec-02 20:53 ±    00:52,16.05 | 0.04124,15.68 | 0.04028,6.36,6.35,28.9,4.4 m -  9.9 m,bK19X02H
(2020 XH2),2020-Dec-02 23:47 ± < 00:01,5.16 | 0.01326,5.15 | 0.01322,5.74,5.71,27.1,10 m -   23 m,bK20X02H
(2020 XE1),2020-Dec-03 08:23 ± < 00:01,0.85 | 0.00218,0.85 | 0.00218,9.18,9.04,26.7,12 m -   27 m,bK20X01E
(2020 XF),2020-Dec-03 09:00 ± < 00:01,0.23 | 0.00059,0.23 | 0.00059,4.43,3.26,26.8,11 m -   25 m,bK20X00F
(2020 VZ6),2020-Dec-03 10:06 ± < 00:01,0.91 | 0.00233,0.91 | 0.00233,9,8.88,25,27 m -   59 m,bK20V06Z
(2020 WB4),2020-Dec-03 13:04 ± < 00:01,1.51 | 0.00389,1.50 | 0.00386,11.05,10.98,26.6,13 m -   28 m,bK20W04B
(2020 XB2),2020-Dec-03 17:38 ± < 00:01,6.40 | 0.01645,6.38 | 0.01640,14.63,14.62,26,17 m -   38 m,bK20X02B
(2020 WD5),2020-Dec-03 20:27 ± < 00:01,16.93 | 0.04349,16.80 | 0.04317,30.37,30.37,21.9,110 m -  250 m,bK20W05D
(2020 WP),2020-Dec-03 22:16 ± < 00:01,9.45 | 0.02429,9.43 | 0.02423,11.34,11.33,24.2,38 m -   86 m,bK20W00P
(2020 XH),2020-Dec-04 06:32 ± < 00:01,5.78 | 0.01485,5.77 | 0.01483,8.74,8.72,24.6,32 m -   72 m,bK20X00H
(2020 WS2),2020-Dec-04 06:57 ± < 00:01,12.09 | 0.03108,12.04 | 0.03093,10.86,10.85,24.6,32 m -   71 m,bK20W02S
(2020 WR4),2020-Dec-04 12:16 ± < 00:01,10.70 | 0.02748,10.63 | 0.02730,7.95,7.94,26,17 m -   38 m,bK20W04R
(2020 WO),2020-Dec-04 20:46 ± < 00:01,10.35 | 0.02660,10.31 | 0.02649,6.14,6.12,25.8,18 m -   41 m,bK20W00O
(2020 XL1),2020-Dec-05 09:47 ± < 00:01,1.42 | 0.00365,1.42 | 0.00365,6.72,6.61,28.4,5.6 m -   12 m,bK20X01L
(2020 XN2),2020-Dec-05 11:53 ± < 00:01,13.98 | 0.03592,13.91 | 0.03574,15.63,15.62,23.4,56 m -  120 m,bK20X02N
(2020 XH1),2020-Dec-05 15:34 ± < 00:01,7.94 | 0.02040,7.93 | 0.02037,13.38,13.37,23,67 m -  150 m,bK20X01H
(2020 XU4),2020-Dec-05 21:36 ±    00:02,7.54 | 0.01938,7.49 | 0.01925,7.25,7.24,27.9,7.0 m -   16 m,bK20X04U
(2020 XC1),2020-Dec-06 13:02 ± < 00:01,6.75 | 0.01734,6.73 | 0.01729,6.85,6.83,27,11 m -   24 m,bK20X01C
(2020 XK1),2020-Dec-07 16:15 ± < 00:01,0.05 | 0.00014,0.05 | 0.00014,8.49,5.81,30.6,2.0 m -  4.5 m,bK20X01K
(2020 XG2),2020-Dec-07 19:15 ±    00:02,0.13 | 0.00033,0.13 | 0.00033,12.6,11.94,27.9,7.0 m -   16 m,bK20X02G
(2020 XB1),2020-Dec-07 20:32 ± < 00:01,8.24 | 0.02117,8.22 | 0.02112,7.48,7.46,26.3,15 m -   33 m,bK20X01B
(2018 PK21),2020-Dec-08 02:24 ± < 00:01,12.18 | 0.03129,12.18 | 0.03129,3.13,3.1,25.9,18 m -   39 m,bK18P21K
(2020 WW5),2020-Dec-08 04:45 ± < 00:01,5.37 | 0.01381,5.37 | 0.01381,1.23,1.06,28.7,4.7 m -   11 m,bK20W05W
(2020 YB3),2020-Dec-08 07:26 ± < 00:01,13.05 | 0.03352,13.04 | 0.03351,1.84,1.8,26.8,12 m -   26 m,bK20Y03B
(2020 WK3),2020-Dec-08 08:09 ± < 00:01,10.00 | 0.02569,9.98 | 0.02566,6.91,6.89,25,27 m -   59 m,bK20W03K
(2021 LF6),2020-Dec-09 04:44 ±    01:33,15.43 | 0.03966,15.42 | 0.03962,1.91,1.87,28.5,5.2 m -   12 m,bK21L06F
(2020 XD),2020-Dec-09 08:33 ± < 00:01,12.47 | 0.03205,12.46 | 0.03203,9.14,9.13,25.6,20 m -   45 m,bK20X00D
(2020 VE7),2020-Dec-09 15:33 ±    00:02,10.30 | 0.02647,10.18 | 0.02617,6.36,6.35,25.4,22 m -   49 m,bK20V07E
(2020 XJ6),2020-Dec-09 16:46 ±    00:02,3.30 | 0.00848,3.28 | 0.00844,9.73,9.7,27.3,9.2 m -   21 m,bK20X06J
(2020 XE4),2020-Dec-09 17:31 ± < 00:01,13.65 | 0.03506,13.54 | 0.03479,10.7,10.69,25.5,21 m -   47 m,bK20X04E
(2020 XV4),2020-Dec-10 02:15 ± < 00:01,6.36 | 0.01635,6.35 | 0.01631,13.41,13.39,25.5,22 m -   48 m,bK20X04V
(2015 XY169),2020-Dec-10 06:55 ± < 00:01,8.75 | 0.02248,8.75 | 0.02248,6.03,6.01,25.2,24 m -   54 m,bK15XG9Y
(2020 XQ2),2020-Dec-10 18:02 ± < 00:01,14.00 | 0.03598,13.95 | 0.03584,24.46,24.45,22.7,77 m -  170 m,bK20X02Q
(2020 WZ5),2020-Dec-10 20:57 ± < 00:01,6.57 | 0.01688,6.56 | 0.01685,7.28,7.26,26.3,15 m -   33 m,bK20W05Z
(2021 AA5),2020-Dec-11 00:04 ±    00:03,19.46 | 0.05000,19.45 | 0.04997,5.69,5.68,25.8,19 m -   42 m,bK21A05A
(2020 XD3),2020-Dec-11 00:16 ± < 00:01,17.80 | 0.04573,17.71 | 0.04551,9.09,9.08,25.6,20 m -   45 m,bK20X03D
(2020 XQ1),2020-Dec-11 04:56 ± < 00:01,8.41 | 0.02162,8.32 | 0.02139,20.41,20.41,25.7,19 m -   43 m,bK20X01Q
(2020 YK1),2020-Dec-11 10:24 ±    00:07,13.71 | 0.03523,13.51 | 0.03470,12.02,12.02,25.4,22 m -   49 m,bK20Y01K
(2020 YU1),2020-Dec-11 16:04 ±    00:34,10.91 | 0.02804,10.75 | 0.02763,15.34,15.34,25.7,19 m -   43 m,bK20Y01U
(2020 VC7),2020-Dec-11 20:03 ± < 00:01,14.61 | 0.03755,14.61 | 0.03754,6.97,6.96,24.3,37 m -   82 m,bK20V07C
(2020 XA6),2020-Dec-12 03:55 ± < 00:01,11.56 | 0.02971,11.51 | 0.02959,21.63,21.62,24.1,40 m -   90 m,bK20X06A
(2020 XB3),2020-Dec-12 11:56 ± < 00:01,3.24 | 0.00833,3.24 | 0.00832,8.04,8,27.5,8.4 m -   19 m,bK20X03B
(2020 XN),2020-Dec-12 14:35 ± < 00:01,4.07 | 0.01045,4.06 | 0.01042,13.06,13.04,24.5,33 m -   75 m,bK20X00N
(2019 XQ1),2020-Dec-13 08:27 ±    01:19,18.30 | 0.04703,16.31 | 0.04190,8.61,8.6,25.4,22 m -   49 m,bK19X01Q
(2020 XV6),2020-Dec-13 11:45 ± < 00:01,14.13 | 0.03630,14.12 | 0.03629,35.93,35.93,22.7,76 m -  170 m,bK20X06V
(2020 XO),2020-Dec-13 12:18 ± < 00:01,4.61 | 0.01185,4.60 | 0.01182,14.82,14.8,24,42 m -   94 m,bK20X00O
(2020 YB2),2020-Dec-13 12:29 ±    04:23,8.54 | 0.02195,7.92 | 0.02034,13.35,13.34,26.6,13 m -   28 m,bK20Y02B
(2020 XC4),2020-Dec-13 18:57 ± < 00:01,6.34 | 0.01628,6.33 | 0.01627,4.59,4.56,26,17 m -   38 m,bK20X04C
(2020 YS1),2020-Dec-13 21:40 ±    00:02,3.84 | 0.00986,3.79 | 0.00974,12.35,12.33,26.1,16 m -   36 m,bK20Y01S
(2020 YX3),2020-Dec-14 04:08 ±    00:02,15.72 | 0.04039,15.52 | 0.03989,11.12,11.11,25.1,25 m -   56 m,bK20Y03X
(2020 YW3),2020-Dec-14 11:13 ±    00:03,7.52 | 0.01931,7.46 | 0.01916,12.95,12.94,25.7,19 m -   42 m,bK20Y03W
(2020 YO),2020-Dec-14 15:17 ±    00:05,1.98 | 0.00509,1.97 | 0.00507,8.3,8.24,29.4,3.5 m -  7.8 m,bK20Y00O
(2020 YY3),2020-Dec-14 19:07 ±    00:02,5.21 | 0.01339,5.18 | 0.01331,8.4,8.38,26.5,14 m -   30 m,bK20Y03Y
(2018 XU3),2020-Dec-15 01:49 ± < 00:01,16.63 | 0.04274,16.63 | 0.04274,9.95,9.95,25.4,22 m -   49 m,bK18X03U
(2020 XF5),2020-Dec-15 04:57 ± < 00:01,7.99 | 0.02052,7.96 | 0.02044,18.74,18.73,25.4,22 m -   49 m,bK20X05F
(2020 YN),2020-Dec-15 12:40 ± < 00:01,2.99 | 0.00769,2.98 | 0.00766,16.41,16.39,27.7,7.7 m -   17 m,bK20Y00N
(2020 YA2),2020-Dec-15 21:08 ±    00:10,4.75 | 0.01220,4.71 | 0.01211,4.69,4.64,28.2,6.1 m -   14 m,bK20Y02A
(2020 YJ1),2020-Dec-15 21:13 ± < 00:01,9.96 | 0.02560,9.89 | 0.02541,18.09,18.08,24,43 m -   96 m,bK20Y01J
(2020 YA),2020-Dec-16 00:57 ± < 00:01,11.75 | 0.03020,11.68 | 0.03000,8.15,8.14,25.8,18 m -   41 m,bK20Y00A
(2020 YG1),2020-Dec-16 06:10 ±    00:55,12.81 | 0.03292,12.73 | 0.03271,5.7,5.68,27.1,10 m -   23 m,bK20Y01G
(2020 XF4),2020-Dec-16 11:16 ± < 00:01,0.89 | 0.00229,0.89 | 0.00229,6.81,6.63,27.6,8.1 m -   18 m,bK20X04F
(2020 VY1),2020-Dec-16 13:14 ± < 00:01,13.18 | 0.03388,13.18 | 0.03387,4.4,4.38,25.8,18 m -   41 m,bK20V01Y
(2020 XS5),2020-Dec-16 13:47 ± < 00:01,8.25 | 0.02120,8.22 | 0.02112,13.6,13.59,26.7,12 m -   27 m,bK20X05S
(2020 YA3),2020-Dec-17 16:23 ± < 00:01,3.37 | 0.00867,3.37 | 0.00866,11.64,11.61,26,16 m -   37 m,bK20Y03A
(2020 YF),2020-Dec-18 01:31 ± < 00:01,1.16 | 0.00297,1.16 | 0.00297,3.11,2.81,28.8,4.6 m -   10 m,bK20Y00F
(2020 YK3),2020-Dec-18 03:34 ± < 00:01,7.93 | 0.02037,7.90 | 0.02030,4.25,4.22,27.2,9.8 m -   22 m,bK20Y03K
(2020 XX3),2020-Dec-18 06:41 ± < 00:01,0.15 | 0.00038,0.15 | 0.00038,5.92,4.6,28.5,5.4 m -   12 m,bK20X03X
(2020 YM),2020-Dec-18 12:16 ± < 00:01,13.58 | 0.03489,13.50 | 0.03470,7.94,7.93,26.8,12 m -   26 m,bK20Y00M
(2021 AY1),2020-Dec-18 17:21 ±    00:31,17.36 | 0.04461,16.72 | 0.04296,13.1,13.09,24.2,38 m -   86 m,bK21A01Y
(2020 XF3),2020-Dec-18 19:02 ± < 00:01,18.10 | 0.04652,18.02 | 0.04630,7.64,7.63,25.6,20 m -   45 m,bK20X03F
(2020 YL2),2020-Dec-18 22:46 ± < 00:01,1.97 | 0.00505,1.96 | 0.00504,14.24,14.21,25,27 m -   60 m,bK20Y02L
(2020 YA4),2020-Dec-19 03:24 ± < 00:01,2.82 | 0.00724,2.80 | 0.00719,5.37,5.3,26.6,13 m -   29 m,bK20Y04A
(2020 YE4),2020-Dec-19 16:14 ±    00:14,2.63 | 0.00675,2.61 | 0.00671,10.94,10.9,26.1,16 m -   36 m,bK20Y04E
(2020 YR2),2020-Dec-19 19:35 ± < 00:01,0.45 | 0.00115,0.45 | 0.00115,7.34,7.02,28.3,5.8 m -   13 m,bK20Y02R
(2020 YL),2020-Dec-20 05:12 ± < 00:01,11.93 | 0.03066,11.85 | 0.03046,7.29,7.28,27,11 m -   24 m,bK20Y00L
(2020 YU),2020-Dec-20 05:15 ± < 00:01,3.15 | 0.00809,3.14 | 0.00807,17.64,17.62,25.5,21 m -   47 m,bK20Y00U
(2020 YC1),2020-Dec-20 05:21 ±    00:18,14.64 | 0.03762,14.53 | 0.03733,6.02,6.01,26.8,12 m -   26 m,bK20Y01C
(2020 YS2),2020-Dec-20 06:03 ± < 00:01,0.23 | 0.00058,0.23 | 0.00058,4.01,2.63,31.1,1.6 m -  3.6 m,bK20Y02S
(2020 YG),2020-Dec-20 13:03 ± < 00:01,1.15 | 0.00297,1.15 | 0.00296,9.25,9.15,28.2,6.1 m -   14 m,bK20Y00G
(1997 XE10),2020-Dec-20 13:07 ± < 00:01,13.27 | 0.03411,13.27 | 0.03410,7.24,7.23,24.5,33 m -   74 m,bJ97X10E
(2020 YN1),2020-Dec-20 16:18 ±    00:02,4.21 | 0.01081,4.20 | 0.01079,6.55,6.52,28.6,5.1 m -   11 m,bK20Y01N
(2020 XY4),2020-Dec-20 22:27 ± < 00:01,2.06 | 0.00528,2.05 | 0.00528,9.63,9.58,27,11 m -   24 m,bK20X04Y
(2020 YZ4),2020-Dec-21 03:07 ±    00:02,3.38 | 0.00868,3.36 | 0.00864,6.8,6.76,27.3,9.2 m -   21 m,bK20Y04Z
(2020 YJ2),2020-Dec-21 04:57 ± < 00:01,0.89 | 0.00229,0.89 | 0.00229,14.31,14.23,27.4,9.0 m -   20 m,bK20Y02J
(2020 YB),2020-Dec-21 08:09 ± < 00:01,2.34 | 0.00601,2.34 | 0.00600,4.68,4.59,28.9,4.4 m -  9.9 m,bK20Y00B
(2017 XQ60),2020-Dec-21 08:18 ± < 00:01,10.79 | 0.02773,10.79 | 0.02773,15.61,15.6,24.4,35 m -   78 m,bK17X60Q
(2020 XA3),2020-Dec-21 09:51 ± < 00:01,12.64 | 0.03248,12.58 | 0.03233,14.97,14.97,24.5,33 m -   75 m,bK20X03A
(2020 XH6),2020-Dec-22 02:28 ± < 00:01,6.39 | 0.01643,6.38 | 0.01639,9.11,9.09,26.9,11 m -   25 m,bK20X06H
(2020 YP),2020-Dec-22 09:09 ± < 00:01,15.14 | 0.03889,14.99 | 0.03853,10.6,10.6,24.6,32 m -   71 m,bK20Y00P
(2020 YN2),2020-Dec-22 19:43 ± < 00:01,1.02 | 0.00262,1.02 | 0.00261,13.17,13.09,28.4,5.6 m -   12 m,bK20Y02N
(2020 YO3),2020-Dec-22 20:25 ± < 00:01,3.25 | 0.00835,3.24 | 0.00834,16.57,16.55,24.7,31 m -   70 m,bK20Y03O
(2020 YM4),2020-Dec-23 02:24 ± < 00:01,3.94 | 0.01011,3.93 | 0.01009,7.36,7.33,25.9,17 m -   38 m,bK20Y04M
(2020 XJ3),2020-Dec-23 02:43 ± < 00:01,5.07 | 0.01304,5.07 | 0.01302,6.21,6.18,25.7,19 m -   43 m,bK20X03J
(2021 AK2),2020-Dec-23 06:56 ±    00:11,14.78 | 0.03798,14.51 | 0.03728,11.64,11.63,24.8,29 m -   64 m,bK21A02K
(2020 YB1),2020-Dec-23 07:17 ± < 00:01,7.90 | 0.02030,7.86 | 0.02020,12.37,12.36,26.8,12 m -   26 m,bK20Y01B
(2020 YE),2020-Dec-23 11:01 ± < 00:01,10.14 | 0.02604,10.10 | 0.02595,20.11,20.11,24.1,39 m -   88 m,bK20Y00E
(2020 YM1),2020-Dec-25 00:54 ±    00:02,1.65 | 0.00424,1.64 | 0.00422,3.24,3.04,29.7,3.1 m -  6.8 m,bK20Y01M
(2020 XY),2020-Dec-25 02:46 ± < 00:01,15.61 | 0.04010,15.60 | 0.04008,5.67,5.66,25.3,23 m -   52 m,bK20X00Y
501647 (2014 SD224),2020-Dec-25 20:20 ± < 00:01,7.86 | 0.02019,7.86 | 0.02019,10.01,10,22.4,90 m -  200 m,a0501647
(2020 YZ3),2020-Dec-25 21:46 ±    00:02,1.61 | 0.00415,1.61 | 0.00414,9.36,9.29,27.8,7.3 m -   16 m,bK20Y03Z
(2020 YA5),2020-Dec-26 01:41 ± < 00:01,6.90 | 0.01774,6.90 | 0.01772,10.36,10.35,24.4,35 m -   78 m,bK20Y05A
(2020 YG3),2020-Dec-26 02:02 ± < 00:01,1.94 | 0.00500,1.94 | 0.00499,8.06,8,27,10 m -   23 m,bK20Y03G
(2018 XE4),2020-Dec-26 04:03 ±    00:01,5.59 | 0.01437,5.59 | 0.01437,9.43,9.41,26.4,14 m -   31 m,bK18X04E
(2020 YC),2020-Dec-26 10:44 ± < 00:01,14.16 | 0.03638,14.07 | 0.03614,6.46,6.44,25.9,18 m -   40 m,bK20Y00C
(2020 YH1),2020-Dec-26 14:42 ±    00:01,10.32 | 0.02651,10.25 | 0.02633,6.61,6.6,27.2,9.7 m -   22 m,bK20Y01H
(2021 AY),2020-Dec-26 19:45 ±    00:02,10.87 | 0.02794,10.81 | 0.02778,14.55,14.55,24,43 m -   96 m,bK21A00Y
(2020 XT2),2020-Dec-26 21:38 ± < 00:01,13.01 | 0.03344,12.99 | 0.03338,5.15,5.14,24.7,31 m -   69 m,bK20X02T
(2012 XE133),2020-Dec-26 21:58 ± < 00:01,12.09 | 0.03107,12.09 | 0.03107,9.14,9.13,23.3,58 m -  130 m,bK12XD3E
(2016 AF2),2020-Dec-27 07:51 ± 1_07:24,7.30 | 0.01875,4.05 | 0.01042,5.35,5.32,27.9,7.0 m -   16 m,bK16A02F
(2020 YC4),2020-Dec-27 16:31 ± < 00:01,14.39 | 0.03699,14.34 | 0.03685,12.78,12.77,24.8,30 m -   66 m,bK20Y04C
(2020 YB5),2020-Dec-27 22:13 ± < 00:01,7.67 | 0.01970,7.66 | 0.01969,4.1,4.06,25.2,24 m -   53 m,bK20Y05B
(2020 YG4),2020-Dec-28 07:04 ± < 00:01,2.77 | 0.00712,2.77 | 0.00711,13.66,13.63,25.6,20 m -   46 m,bK20Y04G
(2011 CL50),2020-Dec-28 09:54 ± < 00:01,5.63 | 0.01447,5.63 | 0.01447,3.12,3.07,27.3,9.2 m -   21 m,bK11C50L
(2020 YM3),2020-Dec-28 19:40 ± < 00:01,7.75 | 0.01991,7.72 | 0.01983,4.81,4.78,26.1,16 m -   36 m,bK20Y03M
(2020 YS4),2020-Dec-28 22:27 ± < 00:01,0.25 | 0.00064,0.25 | 0.00064,7.29,6.7,27.8,7.5 m -   17 m,bK20Y04S
(2021 AA4),2020-Dec-29 06:53 ± < 00:01,19.00 | 0.04882,18.88 | 0.04850,9.29,9.28,25,27 m -   60 m,bK21A04A
(2020 XZ4),2020-Dec-29 11:10 ± < 00:01,5.39 | 0.01384,5.37 | 0.01381,8.72,8.7,24.9,28 m -   63 m,bK20X04Z
(2012 UK171),2020-Dec-30 02:46 ± < 00:01,15.45 | 0.03971,15.45 | 0.03971,4.71,4.69,24.4,34 m -   77 m,bK12UH1K
(2021 AB1),2020-Dec-30 02:59 ±    00:07,6.69 | 0.01719,6.62 | 0.01700,11.24,11.22,26.7,12 m -   27 m,bK21A01B
(2021 AM),2020-Dec-30 09:50 ± < 00:01,9.03 | 0.02321,9.03 | 0.02320,6.19,6.17,24.4,35 m -   78 m,bK21A00M
(2021 AT2),2020-Dec-30 10:26 ±    00:08,15.33 | 0.03938,15.25 | 0.03920,2.58,2.56,27.3,9.3 m -   21 m,bK21A02T
(2021 AW),2020-Dec-30 14:34 ± < 00:01,5.56 | 0.01428,5.55 | 0.01427,8.46,8.44,24.3,37 m -   82 m,bK21A00W
(2021 AZ),2020-Dec-30 21:44 ± < 00:01,1.27 | 0.00328,1.27 | 0.00327,7.96,7.86,24.2,38 m -   86 m,bK21A00Z
(2021 AE),2020-Dec-31 02:37 ± < 00:01,1.21 | 0.00311,1.20 | 0.00309,16.12,16.07,25.9,17 m -   39 m,bK21A00E
(2020 YB4),2020-Dec-31 06:03 ± < 00:01,15.86 | 0.04074,15.72 | 0.04039,14.86,14.85,24.8,29 m -   64 m,bK20Y04B
(2021 AU6),2020-Dec-31 15:33 ±    00:38,7.36 | 0.01891,6.95 | 0.01785,11.72,11.71,25.9,18 m -   40 m,bK21A06U
(2021 AS1),2021-Jan-01 06:58 ± < 00:01,12.79 | 0.03287,12.68 | 0.03259,23.21,23.2,24.2,38 m -   86 m,bK21A01S
(2021 AA),2021-Jan-01 13:16 ±    00:01,0.62 | 0.00159,0.61 | 0.00158,22.22,22.14,27,11 m -   24 m,bK21A00A
(2021 AF5),2021-Jan-01 21:31 ± < 00:01,12.53 | 0.03219,12.49 | 0.03210,3.37,3.35,24.8,29 m -   65 m,bK21A05F
(2021 AQ1),2021-Jan-02 07:34 ± < 00:01,5.89 | 0.01513,5.87 | 0.01508,13.98,13.96,25.1,26 m -   58 m,bK21A01Q
(2019 YB4),2021-Jan-02 09:25 ±    01:20,16.79 | 0.04313,16.16 | 0.04152,7.15,7.14,26.8,12 m -   26 m,bK19Y04B
(2021 AR3),2021-Jan-02 23:26 ± < 00:01,9.30 | 0.02389,9.19 | 0.02362,14.06,14.05,25.9,18 m -   39 m,bK21A03R
(2021 AQ3),2021-Jan-03 03:57 ±    00:01,11.18 | 0.02874,11.07 | 0.02845,12,11.99,26.5,13 m -   30 m,bK21A03Q
(2021 AU2),2021-Jan-03 05:15 ± < 00:01,9.36 | 0.02404,9.34 | 0.02400,9.11,9.1,24.2,38 m -   85 m,bK21A02U
(2021 AM4),2021-Jan-03 06:05 ±    00:05,2.62 | 0.00674,2.61 | 0.00670,7.51,7.46,27,11 m -   24 m,bK21A04M
(2020 YA1),2021-Jan-03 10:03 ±    00:01,4.05 | 0.01040,4.03 | 0.01036,3.7,3.63,26.8,12 m -   27 m,bK20Y01A
(2020 YP4),2021-Jan-03 12:00 ±    00:42,5.70 | 0.01466,5.66 | 0.01455,6.83,6.8,26.1,16 m -   36 m,bK20Y04P
(2021 AV),2021-Jan-03 13:32 ± < 00:01,1.96 | 0.00504,1.96 | 0.00503,10.51,10.46,26.1,16 m -   35 m,bK21A00V
(2003 AF23),2021-Jan-03 18:22 ± < 00:01,18.19 | 0.04674,18.19 | 0.04674,15.78,15.78,21,170 m -  370 m,bK03A23F
(2019 QW2),2021-Jan-03 20:50 ±    00:01,8.76 | 0.02251,8.76 | 0.02251,4.89,4.87,24.8,29 m -   65 m,bK19Q02W
(2021 AH),2021-Jan-03 23:37 ± < 00:01,0.13 | 0.00033,0.13 | 0.00033,21.67,21.29,28.5,5.3 m -   12 m,bK21A00H
(2021 BV),2021-Jan-04 02:35 ±    02:07,12.14 | 0.03120,11.78 | 0.03026,13.26,13.25,25.6,20 m -   46 m,bK21B00V
(2021 AB),2021-Jan-04 04:03 ± < 00:01,2.19 | 0.00562,2.18 | 0.00561,12.64,12.6,25.2,24 m -   55 m,bK21A00B
(2012 BT1),2021-Jan-04 06:21 ± 6_17:19,13.76 | 0.03535,6.44 | 0.01654,7.76,7.75,27.4,8.8 m -   20 m,bK12B01T
(2021 AN),2021-Jan-04 12:50 ± < 00:01,18.30 | 0.04702,18.22 | 0.04681,16.28,16.28,24.6,32 m -   72 m,bK21A00N
(2021 AO4),2021-Jan-04 14:21 ±    00:03,5.99 | 0.01539,5.94 | 0.01526,15.18,15.17,27.6,7.9 m -   18 m,bK21A04O
(2021 AH8),2021-Jan-04 19:22 ±    00:05,0.14 | 0.00035,0.14 | 0.00035,25.99,25.7,29.6,3.2 m -  7.2 m,bK21A08H
(2021 AR5),2021-Jan-04 19:25 ± < 00:01,10.89 | 0.02799,10.87 | 0.02793,4.23,4.21,25.6,21 m -   46 m,bK21A05R
(2021 AY2),2021-Jan-05 00:27 ± < 00:01,5.92 | 0.01521,5.89 | 0.01515,10.78,10.77,27.2,9.7 m -   22 m,bK21A02Y
(2021 BU),2021-Jan-05 16:36 ±    02:16,6.36 | 0.01634,6.17 | 0.01586,14.39,14.38,26.1,16 m -   36 m,bK21B00U
(2021 AR2),2021-Jan-05 22:05 ± < 00:01,3.64 | 0.00935,3.63 | 0.00933,10.62,10.59,26.3,15 m -   33 m,bK21A02R
(2021 AC2),2021-Jan-05 22:53 ± < 00:01,2.56 | 0.00659,2.56 | 0.00658,6.34,6.27,27.9,7.0 m -   16 m,bK21A02C
(2021 AN2),2021-Jan-05 23:04 ± < 00:01,6.02 | 0.01547,6.01 | 0.01545,9.79,9.78,24.6,32 m -   71 m,bK21A02N
(2021 AB3),2021-Jan-05 23:39 ± < 00:01,6.01 | 0.01545,5.98 | 0.01536,7.7,7.67,27.9,7.1 m -   16 m,bK21A03B
(2021 AB4),2021-Jan-06 01:05 ± < 00:01,1.64 | 0.00420,1.63 | 0.00419,5.89,5.78,26.9,11 m -   25 m,bK21A04B
(2021 AC),2021-Jan-06 03:27 ± < 00:01,9.11 | 0.02341,9.11 | 0.02341,14.05,14.04,23.7,49 m -  110 m,bK21A00C
